NAME,VERSION,REPO,HOMEPAGE,DESCRIPTION
python3-sphinxcontrib-qthelp,1.0.3-1,main,https://github.com/sphinx-doc/sphinxcontrib-qthelp/,"sphinx extension which outputs QtHelp document"
python3-sphinxcontrib-serializinghtml,1.1.5-1,main,https://github.com/sphinx-doc/sphinxcontrib-serializinghtml/,"sphinx extension which outputs "serialized" HTML files (json and pickle)"
python3-sphinxcontrib-websupport,1.2.4-1,main,https://github.com/sphinx-doc/sphinxcontrib-websupport/,"Python API to easily integrate Sphinx documentation into web applications."
python3-sqlalchemy,1.4.39-1,main,https://www.sqlalchemy.org/,"Python SQL toolkit and Object Relational Mapper "
python3-toml,0.10.2-1,main,https://github.com/uiri/toml,"A Python library for parsing and creating TOML"
python3-tomli,2.0.1-1,main,https://github.com/hukkin/tomli,"A lil' TOML parser"
python3-urllib3,1.26.11-1,main,,"HTTP library with thread-safe connection pooling and file post support"
python3-urwid,2.1.2-1,main,,"Curses-based user interface library"
python3-websocket-client,0.58.0-1,main,,"WebSocket client library for Python"
python3-xdg,0.25-1,main,,"Python3 library to access freedesktop.org standards"
python3-xlib,0.31-1,main,,"A fully functional X client library for Python programs"
python3-yaml,5.3.1-1,main,,"Python bindings for YAML, using fast libYAML library"
qbittorrent,4.4.3.1-1,main,,"An advanced BitTorrent client programmed in C++, based on Qt toolkit and libtorrent"
qbittorrent-nox,4.4.3.1-1,main,,"An advanced BitTorrent client programmed in C++, based on Qt toolkit and libtorrent (no gui)"
qemu,7.0.0-1,main,,"Virtualization for Linux on x86 hardware containing virtualization extensions (Intel VT or AMD-V)"
qjackctl,0.9.7-1,main,,"JACK Audio Connection Kit - Qt GUI Interface"
qpdf,10.6.3-1,main,,"Utility that does structural, content-preserving transformations on PDF files "
qrencode,4.1.1-1,main,,"C library for encoding data in a QR Code symbol"
qt5,5.15.5-1,main,,"Cross-platform application framework that is widely used for developing application"
qt5ct,1.5-1,main,https://qt5ct.sourceforge.io/,"Qt5 Configuration Utility "
qt5-webengine-widevine,95.0.4638.69-1,main,,"A browser plugin designed for the viewing of premium video content"
qt5-webkit,5.212.0alpha4-1,main,,"Classes for a WebKit2 based implementation and a new QML API"
qt6-3d,6.3.1-1,main,https://www.qt.io/,"C++ and QML APIs for easy inclusion of 3D graphics"
qt6-5compat,6.3.1-1,main,https://www.qt.io/,"Module that contains unsupported Qt 5 APIs"
qt6-base,6.3.1-1,main,https://www.qt.io/,"A cross-platform application and UI framework"
qt6-charts,6.3.1-1,main,https://www.qt.io/,"Provides a set of easy to use chart components"
qt6-connectivity,6.3.1-1,main,https://www.qt.io/,"Provides access to Bluetooth hardware"
qt6-datavis3d,6.3.1-1,main,https://www.qt.io/,"Qt6 Data Visualization module"
qt6-declarative,6.3.1-1,main,https://www.qt.io/,"Classes for QML and JavaScript languages"
qt6-imageformats,6.3.1-1,main,https://www.qt.io/,"Plugins for additional image formats: TIFF, MNG, TGA, WBMP"
qt6-lottie,6.3.1-1,main,https://www.qt.io/,"A family of player software for a certain json-based file format for describing 2d vector graphics animations"
qt6-multimedia,6.3.1-1,main,https://www.qt.io/,"Classes for audio, video, radio and camera functionality"
qt6-networkauth,6.3.1-1,main,https://www.qt.io/,"Network authentication module"
qt6-positioning,6.3.1-1,main,https://www.qt.io/,"Provides access to position, satellite and area monitoring classes"
qt6-quick3d,6.3.1-1,main,https://www.qt.io/,"Qt module and API for defining 3D content in Qt Quick"
qt6-quicktimeline,6.3.1-1,main,https://www.qt.io/,"Qt module for keyframe-based timeline construction"
qt6-remoteobjects,6.3.1-1,main,https://www.qt.io/,"Inter-process communication (IPC) module developed for Qt"
qt6-scxml,6.3.1-1,main,https://www.qt.io/,"Static and runtime integration of SCXML models into Qt6 code"
qt6-sensors,6.3.1-1,main,https://www.qt.io/,"Provides access to sensor hardware and motion gesture recognition"
qt6-serialbus,6.3.1-1,main,https://www.qt.io/,"Qt module for general purpose serial bus access"
qt6-serialport,6.3.1-1,main,https://www.qt.io/,"Provides access to hardware and virtual serial ports"
qt6-shadertools,6.3.1-1,main,https://www.qt.io/,"Experimental module providing APIs and a host tool to host tool to perform graphics and compute shader conditioning for the upcoming Qt graphics abstraction layer"
qt6-svg,6.3.1-1,main,https://www.qt.io/,"Classes for displaying the contents of SVG files"
qt6-tools,6.3.1-1,main,https://www.qt.io/,"A cross-platform application and UI framework (Development Tools, QtHelp)"
qt6-translations,6.3.1-1,main,https://www.qt.io/,"A cross-platform application and UI framework (Translations)"
qt6-virtualkeyboard,6.3.1-1,main,https://www.qt.io/,"Virtual keyboard framework"
qt6-wayland,6.3.1-1,main,https://www.qt.io/,"Provides APIs for Wayland"
qt6-webchannel,6.3.1-1,main,https://www.qt.io/,"Provides access to QObject or QML objects from HTML clients for seamless integration of Qt applications with HTML/JavaScript clients"
qt6-webengine,6.3.1-1,main,https://www.qt.io/,"Provides support for web applications using the Chromium browser project"
qt6-websockets,6.3.1-1,main,https://www.qt.io/,"Provides WebSocket communication compliant with RFC 6455"
qtwebengine,5.15.10-1,main,,"QtWebEngine integrates chromium's web capabilities into Qt"
quazip,1.3-1,main,,"Qt/C++ wrapper over minizip "
qutebrowser,2.5.2-1,main,,"A keyboard-driven, vim-like browser based on PyQt5"
ragel,6.10-1,main,,"Ragel compiles executable finite state machines from regular languages"
ranger,1.9.3-1,main,,"A simple, vim-like file manager"
range-v3,0.12.0-1,main,https://github.com/ericniebler/range-v3,"Experimental range library for C++11/14/17"
rc,20210521-1,main,,"BSD-style init (CRUX inspired)"
readline-32,8.1.2-1,multilib,,"Set of libraries that offers command-line editing and history capabilities"
readline,8.1.2-1,main,,"Set of libraries that offers command-line editing and history capabilities"
reaver,1.6.6-1,main,,"Brute force attack against Wifi Protected Setup"
recode,3.7.12-1,main,,"Converts files between various character sets and usages"
recordmydesktop,0.3.8.1-1,main,,"Produces a OGG encapsulated Theora/Vorbis recording of your desktop"
redshift,1.12-1,main,,"Adjusts the color temperature of your screen according to your surroundings"
refind,0.13.3.1-1,main,,"A fork of the rEFIt boot manager"
reiserfsprogs,3.6.27-1,main,,"Reiserfs utilities"
remind,04.00.00-1,main,https://dianne.skoll.ca/projects/remind/,"Sophisticated calendar and alarm program"
restic,0.13.1-1,main,,"Fast, secure, efficient backup program "
retroarch,1.10.3-1,main,http://www.libretro.com/,"Reference frontend for the libretro API "
rfkill,1.0-1,main,,"Tool for enabling and disabling wireless devices"
rinutils,0.10.1-1,main,,"C11 / gnu11 utilities C library"
ristretto,0.12.3-1,main,,"Fast and lightweight image viewer for the Xfce desktop"
rnnoise,0.4.1-1,main,https://jmvalin.ca/demo/rnnoise,"A noise suppression library based on a recurrent neural network"
rofi,1.7.3-1,main,https://github.com/davatorium/rofi,"A window switcher, Application launcher and dmenu replacement"
rpcsvc-proto,1.4.3-1,main,,"rcpsvc protocol.x files and headers"
rsync,3.2.4-1,main,,"Utilities for synchronizing large file archives over a network"
rtorrent,0.9.8-1,main,,"bitorrent console client"
ruby,3.1.2-1,main,,"Ruby development environment"
ruby-ffi,1.15.5-1,main,,"Ruby FFI"
ruby-maruku,0.7.3-3,main,,"Markdown-superset interpreter written in Ruby"
ruby-rb-fsevent,0.11.1-1,main,,"Very simple & usable FSEvents API"
ruby-rb-inotify,0.10.1-2,main,,"Thorough inotify wrapper for Ruby using FFI"
ruby-sass,3.7.4-3,main,,"Tools and Ruby libraries for the CSS3 extension languages: Sass and SCSS"
ruby-sass-listen,4.0.0-2,main,,"Listens to file modifications and notifies you about the changes"
ruby-yard,0.9.28-1,main,,"Documentation tool for consistent and usable documentation in Ruby"
runit,2.1.2-2,main,,"A UNIX init scheme with service supervision"
runit-rc,20200403-2,main,,"Runit scripts for Venom Linux"
run-parts,5.7-1,main,https://packages.qa.debian.org/d/debianutils.html,"run-parts from the debianutils package"
rust,1.62.1-1,main,,"The Rust programming language is designed to be a safe, concurrent, practical language"
rust-bin,1.62.1-1,main,https://www.rust-lang.org,"Binary precompiled packages for Rust"
rxvt-unicode,9.30-1,main,,"An X Window System terminal emulator which includes support for XFT and Unicode"
sakura,3.8.5-1,main,https://launchpad.net/sakura,"A terminal emulator based on GTK and VTE"
samba,4.16.4-1,main,,"File and print services to SMB/CIFS clients and Windows networking to Linux clients"
samurai,1.2-1,main,https://github.com/michaelforney/samurai,"ninja-compatible build tool written in C "
sane,1.1.1-1,main,,"Scanner Access Now Easy - Scanner driver for Linux "
sassc,3.6.2-1,main,,"libsass command line driver"
sbc,2.0-1,main,,"Bluetooth Subband Codec (SBC) library"
sc-im,0.8.2-1,main,,"Spreadsheet Calculator Improvised, aka sc-im, is an ncurses based, vim-like spreadsheet calculator"
scons,4.2.0-1,main,,"scons"
scratchpkg,20220722-1,main,,"A simple package manager for Linux Distribution"
screen,4.9.0-1,main,,"Terminal multiplexor that runs several separate processes"
screenfetch,3.9.1-1,main,,"Fetches system/theme information in terminal for Linux desktop screenshots"
scribus,1.5.7-1,main,,"layout tool "
scrot,1.7-1,main,,"Simple command-line screenshot utility for X"
sddm,0.19.0-1,main,,"Lightweight display manager based upon Qt and QML"
sdhcp,git-1,main,,"suckless dhcp client"
sdl,1.2.15-1,main,,"Cross-platform library designed to make it easy to write multimedia software"
sdl2,2.0.22-1,main,,"Cross-platform library designed to make it easy to write multimedia software"
sdl-32,1.2.15-1,multilib,,"Cross-platform library designed to make it easy to write multimedia software"
sed,4.8-1,main,,"GNU stream editor"
serd,0.30.14-1,main,https://download.drobilla.net ,"serd lightweight C library for RDF syntax "
serf,1.3.9-1,main,,"serf high performance http c client library"
sessreg,1.1.2-1,main,,"Register X sessions in system utmp/utmpx databases"
setconf,0.7.7-1,main,https://setconf.roboticoverlords.org/,"Utility for easily changing settings in configuration files "
setxkbmap,1.3.3-1,main,,"Set the keyboard using the X Keyboard Extension"
sfeed,1.5-1,main,https://git.codemadness.org/sfeed,"RSS and Atom parser"
sgml-common,0.6.3-2,main,,"Creating and maintaining centralized SGML catalogs"
shadow,4.11.1-1,main,,"Programs for handling passwords in a secure way"
shared-mime-info,1.10-5,main,,"A MIME database"
shellcheck-static,0.8.0-1,main,,"shellcheck, without the 130MB haskell dependencies"
shntool,3.0.10-1,main,http://shnutils.freeshell.org/shntool/,"A multi-purpose WAVE data processing and reporting utility "
signify,31-1,main,https://github.com/aperezdc/signify,"OpenBSD tool to signs and verify signatures on files"
siji-font,20190218-2,main,,"Iconic bitmap font based on stlarch with additional glyphs"
silversearcher,2.2.0-1,main,,"silversearcher "
simplescreenrecorder,0.4.4-1,main,,"A feature-rich screen recorder that supports X11 and OpenGL"
slack-desktop,4.27.156-1,nonfree,,"Slack Desktop (Beta) for Linux "
slang,2.3.2-1,main,,"Interpreted language that may be embedded into an application to make the application extensible"
slim,1.3.6-4,main,,"Simple Login Manager"
slock,1.4-1,main,https://tools.suckless.org/slock/,"Simple X display locker"
slstatus,20201201-1,main,https://tools.suckless.org/slstatus/,"suckless status monitor for window managers that use WM_NAME or stdin to fill the status bar"
smartmontools,7.3-1,main,,"Utility to control/monitor storage systems using the Self-Monitoring, Analysis and Reporting Technology System"
smplayer,22.7.0-1,main,,"Media player with built-in codecs that can play virtually all video and audio formats"
smplayer-skins,20.11.0-1,main,,"Skins for SMPlayer"
smplayer-themes,20.11.0-1,main,,"Themes for SMPlayer"
smproxy,1.0.6-1,main,,"Allows X applications that do not support X11R6 session management to participate in an X11R6 session"
smtube,21.10.0-1,main,,"A small youtube browser"
snownews,1.9-1,main,,"snownews "
sord,0.16.12-1,main,,"sord lihgtweight C library for sorting RDF statements in memory "
soundtouch,2.3.1-1,main,,"open-source audio processing library that allows changing the sound tempo, pitch and playback rate parameters independently from each other"
sox,14.4.2-1,main,,"sox sound exchange, the Swiss Army knife of audio manipulation"
spdlog,1.10.0-1,main,https://github.com/gabime/spdlog,"Very fast, header-only/compiled, C++ logging library."
spectrwm,3.4.1-1,main,,"A small dynamic tiling window manager for X11"
speedtest-cli,2.1.3-1,main,,"Command line interface for testing internet bandwidth using speedtest.net"
speex,1.2.1-1,main,,"Audio compression format designed especially for speech"
speexdsp,1.2.1-1,main,,"Speech processing library that goes along with the Speex codec"
spicetify-cli,2.11.1-1,main,,"Command-line tool to customize Spotify client"
spirv-headers,1.3.216.0-1,main,https://www.khronos.org/registry/spir-v,"SPIR-V Headers"
spirv-tools,2022.2-1,main,https://www.khronos.org/vulkan,"API and commands for processing SPIR-V modules"
spotify,1.1.84.716.gc5f8b819-1,nonfree,,"A proprietary music streaming service"
spotify-tui,0.25.0-1,main,,"Spotify client for the terminal written in Rust"
sqlite,3.39.2-1,main,,"Software library that implements a self-contained, serverless, zero-configuration, transactional SQL database engine"
squashfs-tools,4.5.1-1,main,,"Tools for squashfs, a highly compressed read-only filesystem for Linux"
sratom,0.6.12-1,main,,"sratom library for serializing lv2 atoms"
ssh-askpass,9.0p1-1,main,,"Passphrase dialog"
st,0.8.5-1,main,https://st.suckless.org/,"A simple (suckless) terminal"
starship,1.9.1-1,main,,"The cross-shell prompt for astronauts "
startup-notification,0.12-1,main,,"startup-notification libraries"
steam,1.0.0.75-1,multilib,,"Valve's digital software delivery system"
stemmer,2.2.0-1,main,,"Stemming library supporting several languages"
stfl,0.24-1,main,,"Library implementing a curses-based widget set for text terminals"
stow,2.3.1-1,main,https://ftp.gnu.org/gnu/stow,"stow"
strace,5.18-1,main,,"A diagnostic, debugging and instructional userspace tracer"
strawberry,1.0.7-1,main,https://www.strawberrymusicplayer.org/,"Strawberry is a music player and music collection organizer."
streamlink,4.2.0-1,main,,"CLI program that launches streams from various streaming services in a custom video player (livestreamer fork)"
sublime-text-4,4.4126-1,nonfree,http://www.sublimetext.com/,"Sophisticated text editor for code, html and prose - stable build "
subversion,1.14.2-1,main,,"subversion version control"
sudo,1.9.11p3-1,main,,"allows a system administrator to give certain users (or groups of users) the ability to run some (or all) commands as root or another user while logging the commands and arguments"
suil,0.10.14-1,main,,"suil library for loading and wrapping lv2 plugins UIs "
surf,2.1-1,main,,"WebKit based browser"
sway,1.7-1,main,,"Tiling Wayland compositor and replacement for the i3 window manager "
swaybg,1.1.1-1,main,,"Wallpaper tool for Wayland compositors "
swig,4.0.2-1,main,,"Generate scripting interfaces to C/C++ code"
sxhkd,0.6.2-1,main,,"X daemon that reacts to input events by executing commands"
sxiv,26-1,main,,"Simple X Image Viewer"
sysklogd,2.4.0-1,main,,"Logging system messages, such as those given by the kernel"
syslinux,6.03-1,main,,"Collection of boot loaders for the Linux operating system"
sysvinit,3.04-1,main,,"programs for controlling the startup, running, and shutdown of the system"
tabbed,0.6-3,main,,"Siimple generic tabbed fronted to xembed aware applications"
taglib,1.12-1,main,,"Library used for reading, writing and manipulating audio file tags"
talloc,2.3.4-1,main,,"Hierarchical, reference counted memory pool system with destructors"
tar,1.34-1,main,,"An archiving program"
tbb,2021.5.0-1,main,https://www.threadingbuildingblocks.org,"High level abstract threading library"
tcl,8.6.12-1,main,,"The Tcl scripting language"
tcpdump,4.99.1-1,main,,"Network sniffing tool  "
tcsh,6.24.01-1,main,,"An enhanced but completely compatible version of the Berkeley Unix C shell (csh)"
tdb,1.4.7-1,main,https://tdb.samba.org/,"Trivial DataBase similar to gdbm"
teams,1.5.00.10453-1,nonfree,,"Microsoft Teams for Linux is your chat-centered workspace in Office 365 "
telegram-desktop,4.0.2-1,main,https://desktop.telegram.org,"Official Telegram Desktop client"
telegram-desktop-bin,4.0.2-1,main,,"Official desktop version of Telegram messaging app - Static binaries"
terminator,1.91-1,main,,"Terminal emulator that supports tabs and grids"
terminus-font,4.49.1-2,main,,"Monospace bitmap font (for X11 and console)"
termite,15-1,main,https://github.com/thestinger/termite,"A keyboard-centric VTE-based terminal"
testdisk,7.1-1,main,,"Checks and undeletes partitions + PhotoRec, signature based recovery tool"
texinfo,6.8-1,main,,"Programs for reading, writing, and converting info pages"
tg_owt,20220623-1,main,https://github.com/desktop-app/tg_owt,"WebRTC library for Telegram-desktop"
thunar,4.16.11-1,main,,"Xfce file manager, a GTK+ 3 GUI to organise the files on your computer"
thunar-archive-plugin,0.4.0-1,main,,"Create and extract archives in Thunar"
thunar-media-tags-plugin,0.3.0-1,main,,"adds special features for media files to the Thunar File Manager"
thunar-volman,4.16.0-1,main,,"Extension for the Thunar file manager for enables automatic management of removable drives and media"
thunderbird,102.1.0-1,main,,"Stand-alone mail/news client based on the Mozilla codebase"
thunderbird-bin,102.1.0-1,main,https://www.thunderbird.net/,"Thunderbird binary"
tidy,5.8.0-1,main,https://www.html-tidy.org/,"A tool to tidy down your HTML code to a clean style "
tig,2.5.6-1,main,,"tig"
time,1.9-1,main,,"Program that measures many of the CPU resources"
timeshift,22.06.1-1,main,,"A system restore utility for Linux"
tint2,17.0.2-1,main,,"Basic, good-looking task manager for WMs"
tinyxml2,9.0.0-1,main,http://www.grinninglizard.com/tinyxml2,"Simple XML parser made for easy integration "
tldr,1.5.0-1,main,,"tldr user friendly manpages C client  "
tlp,1.5.0-1,main,,"a power manager"
tlpui,1.5.0-1,main,https://github.com/d4nj1/TLPUI,"GTK user interface for TLP written in Python"
tmux,3.3a-1,main,,"tmux - Terminal multiplexer"
todotxt,2.12.0-1,main,,"lifehacker.com's todo.sh script for maintaining a todo.txt file "
tor,0.4.7.8-1,main,,"Anonymizing overlay network"
transmission-cli,3.00-1,main,,"Fast, easy, and free BitTorrent client (CLI tools, daemon and web client)"
transmission-gtk,3.00-1,main,,"Fast, easy, and free BitTorrent client (GTK+ GUI)"
transmission-qt,3.00-1,main,,"Fast, easy, and free BitTorrent client (QT GUI)"
trash-cli,0.22.4.16-1,main,https://github.com/andreafrancia/trash-cli,"Command line interface to the freedesktop.org trashcan."
tree,2.0.2-1,main,,"display directory contents, including directories, files, links, in a terminal"
ttf-firacode,6.2-1,main,,"Fira Code Font ttf"
ttf-hack,3.003-2,main,,"A hand groomed and optically balanced typeface based on Bitstream Vera Mono"
ttf-ionicons,6.0.2-1,main,,"Font from the Ionic mobile framework "
ttf-iosevka,15.6.1-1,main,,"Typeface family designed for coding, terminal use and technical documents. "
ttf-joypixels,6.6.0-1,main,,"Emoji as a Service (formerly EmojiOne) "
ttf-librebarcode,1.008-1,main,,"Barcode fonts for various barcode standards "
ttf-wps-fonts,20170816-3,main,,"Symbol fonts required by wps-office"
tty-clock,2.3-1,main,,"Digital clock in ncurses"
tumbler,4.16.0-1,main,,"D-Bus thumbnailing service based on the thumbnail management D-Bus specification"
tutanota-desktop-bin,3.98.12-1,nonfree,,"Official Tutanota email client "
twm,1.0.12-1,main,,"A very minimal window manager"
twolame,0.4.0-1,main,http://downloads.sourceforge.net/twolame,"twolame mpeg audio layer 2 encoder"
tzdata,2022a-1,main,,"Sources for time zone and daylight saving time data"
uchardet,0.0.7-1,main,https://www.freedesktop.org/wiki/Software/uchardet/,"uchardet is an encoding detector library, which takes a sequence of bytes in an unknown character encoding without any additional information, and attempts to determine the encoding of the text. Returned encoding names are iconv-compatible."
udevil,0.4.4-1,main,,"Mount and unmount without password"
udisks2,2.9.4-1,main,,"Daemon, tools and libraries to access and manipulate disks and storage devices"
ueberzug,18.1.9-1,main,https://github.com/seebye/ueberzug,"Command line util which allows to display images in combination with X11"
uget,2.2.2-1,main,,"GTK+ download manager featuring download classification and HTML import"
unclemez-venom-wallpapers,1.0-1,main,,"Art works i.e. wallpapers created by UncleMEZ (primarily for venom linux)"
unrar,6.1.7-1,main,,"Extraction utility used for extracting files from RAR archives"
unzip,6.0-1,main,,"ZIP extraction utilities"
upower,0.99.13-1,main,,"Interface to enumerating power devices, listening to device events and querying history and statistics"
urcu,0.13.1-1,main,https://lttng.org/urcu,"LGPLv2.1 userspace RCU (read-copy-update) library"
urxvt-perls,2.3-1,main,https://github.com/muennich/urxvt-perls,"Perl extensions for the rxvt-unicode terminal emulator "
usbutils,014-1,main,,"Utilities used to display information about USB buses in the system and the devices connected to them"
utf8proc,2.7.0-1,main,https://github.com/JuliaStrings,"utf8proc"
uthash,2.3.0-1,main,,"C preprocessor implementations of a hash table and a linked list"
util-linux,2.38-1,main,,"Utilities for handling file systems, consoles, partitions, and messages"
util-linux-32,2.38-1,multilib,,"Utilities for handling file systems, consoles, partitions, and messages"
util-macros,1.19.3-1,main,,"X.Org Autotools macros"
v4l-utils,1.22.1-1,main,,"Provides a series of utilities for media devices"
v4l-utils-32,1.22.1-1,multilib,,"Provides a series of utilities for media devices"
vala,0.56.2-1,main,,"New programming language that aims to bring modern programming language features to GNOME developers"
vamp,2.7.1-1,main,https://code.soundsoftware.ac.uk,"vamp is an audio processing plugin system for plugins that extract descriptive information from audio data"
viewnior,1.8-1,main,,"A simple, fast and elegant image viewer program"
vim,9.0.0103-1,main,,"Vi Improved, a highly configurable, improved version of the vi text editor"
vimb,3.6.0-1,main,,"Fast and lightweight web browser based on WebKit/GTK+"
vimix-gtk-themes,2022.04.24-1,main,,"Vimix is a flat Material Design theme for GTK 3, GTK 2 and Gnome-Shell"
vimix-icon-theme,2021.11.09-1,main,,"Fresh and simple personality icon theme"
virtualbox-bin,6.1.22.144080-1,nonfree,,"Powerful x86 virtualization for enterprise as well as home use"
virtualbox-guest-modules,6.1.22-1,nonfree,,"Guest kernel modules for virtualbox"
virtualbox-guest-utils,6.1.22-1,nonfree,,"Guest utilities for virtualbox"
virtualbox-ose,6.1.36-1,multilib,,"Powerful x86 virtualization (Open Source Edition)"
virtualbox-ose-additions,6.1.36-1,multilib,,"The official VirtualBox Guest Additions ISO image"
virtualbox-ose-guest,6.1.30-1,multilib,,"Powerful x86 virtualization (Open Source Edition) - guest utilities"
vivaldi-stable,5.3.2679.68-1,nonfree,https://vivaldi.com/,"Experience the web in a whole new way with Vivaldi."
vlc,3.0.17.4-1,main,,"A media player, streamer, and encoder"
volumeicon,0.5.1-1,main,,"Volume control for your system tray"
volume_key,0.3.12-1,main,,"Library for manipulating storage volume encryption keys and storing them separately from volumes to handle forgotten passphrases"
vscode-bin,1.69.1-1,nonfree,,"Visual Studio Code, editor for building and debugging modern web and cloud applications (official binary version)"
vsv,1.3.5-1,main,,"Manage and view runit services"
vtclock,0.0.20161228-1,main,,"Text-mode full-screen digital clock"
vte2,0.28.2-1,main,,"Library (libvte) implementing a terminal emulator widget for GTK+ 2"
vte3,0.68.0-1,main,,"Termcap file implementation for terminal emulators"
vulkan-headers,1.3.213-1,main,https://www.khronos.org/vulkan/,"Vulkan header files "
vulkan-icd-loader,1.3.213-1,main,https://www.khronos.org/vulkan/,"Vulkan Installable Client Driver (ICD) Loader "
vulkan-icd-loader-32,1.3.217-1,multilib,https://www.khronos.org/vulkan/,"Vulkan Installable Client Driver (ICD) Loader "
vulkan-tools,1.3.213-1,main,https://www.khronos.org/vulkan,"Vulkan Utilities and Tools"
w3m,0.5.3-1,main,http://w3m.sourceforge.net/,"Pager that can also be used as a text-based web browser"
waterfox,4.1.4-1,main,,"64-Bit optimized Firefox fork, no data collection, allows unsigned extensions"
waterfox-g4-bin,1.4-1,main,https://www.waterfox.net,"Waterfox-g4 binary Fourth generation of customizable privacy-conscious web browser."
wayland,1.21.0-1,main,,"A project to define a protocol for a compositor to talk to its clients as well as a library implementation of the protocol"
wayland-32,1.21.0-1,multilib,,"A project to define a protocol for a compositor to talk to its clients as well as a library implementation of the protocol"
wayland-protocols,1.26-1,main,,"Additional Wayland protocols that add functionality outside of protocols already in the Wayland core"
webkitgtk,2.36.5-1,main,,"Portable web rendering engine WebKit to the GTK+ 3 and GTK+ 2 platforms"
webtorrent-desktop-bin,0.24.0-1,nonfree,,"Streaming torrent client"
weechat,3.6-1,main,,"The extensible chat client"
wget,1.21.3-1,main,,"Utility useful for non-interactive downloading of files from the Web"
wgetpaste,2.32-1,main,,"A script that automates pasting to a number of pastebin services"
which,2.21-1,main,,"A utility to show the full path of commands"
wifite,git-1,main,,"A tool to attack multiple WEP and WPA encrypted networks at the same time"
wine,7.14-2,multilib,,"Implementation of Windows DLL's and core"
wine-gecko,2.47.3-1,multilib,,"Wine's built-in replacement for Microsoft's Internet Explorer"
wine-mono,7.3.0-2,multilib,,"Wine's built-in replacement for Microsoft's .NET Framework"
winetricks,20210825-1,multilib,,"Script to install various redistributable runtime libraries in Wine"
wireless_tools,30.pre9-1,main,,"Tools allowing to manipulate the Wireless Extensions"
wireshark,3.7.1-1,main,,"Network Sniffer with nice GTK+ UI"
wlroots,0.15.1-1,main,,"Modular Wayland compositor library "
wmderland,1.0.4-1,main,,"X11 tiling window manager using space partitioning trees"
wpa_supplicant,2.10-1,main,,"Implements WPA key negotiation with a WPA Authenticator and Extensible Authentication Protocol (EAP) authentication with an Authentication Server"
wpebackend-fdo,1.12.0-1,main,https://wpewebkit.org,"freedesktop.org backend for WPE WebKit"
wps-office,11.1.0.11664-1,nonfree,,"Kingsoft Office (WPS Office) is an office productivity suite"
wv,1.2.9-1,main,http://wvware.sourceforge.net/,"Command line utilities to convert Microsoft Word documents."
wxgtk3,3.0.5.1-1,main,,"GTK+3 implementation of wxWidgets API for GUI"
x11perf,1.6.1-1,main,,"Simple X server performance benchmarker"
x264,20191217.2245-1,main,,"Library for encoding video streams into the H.264/MPEG-4 AVC format"
x265,3.4-1,main,,"Library for encoding video streams into the H.265/HEVC format"
x3270,4.2-ga4,main,,"console emulator for IBM Mainframes"
xapian-core,1.4.20-1,main,,"Open source search engine library"
xapp,2.2.3-1,main,https://github.com/linuxmint/xapp,"Common library for X-Apps project "
xarchiver,0.5.4.18-1,main,,"GTK+ archive manager with support for tar, xz, bzip2, gzip, zip, 7z, rar, lzo and many other archive formats"
xauth,1.1.2-1,main,,"X.Org authorization settings program"
xbacklight,1.2.3-1,main,,"RandR-based backlight control application"
xbindkeys,1.8.7-1,main,,"Launch shell commands with your keyboard or your mouse under X"
xbitmaps,1.1.2-1,main,,"X.org Bitmap files"
xbps,0.59.1-1,main,,"The X Binary Package System from Void Linux"
xcb-proto,1.15.2-1,main,,"XML-XCB protocol descriptions"
xcb-proto-32,1.15.2-1,multilib,,"XML-XCB protocol descriptions"
xcb-util,0.4.0-1,main,,"Utility libraries for XC Binding"
xcb-util-cursor,0.1.3-1,main,,"XCB cursor library"
xcb-util-errors,1.0-1,main,,"XCB errors library "
xcb-util-image,0.4.0-1,main,,"Utility libraries for XC Binding - Port of Xlib's XImage and XShmImage functions"
xcb-util-keysyms,0.4.0-1,main,,"Utility libraries for XC Binding - Standard X key constants and conversion to/from keycodes"
xcb-util-renderutil,0.3.9-1,main,,"Utility libraries for XC Binding - Convenience functions for the Render extension"
xcb-util-wm,0.4.1-1,main,,"libraries for XC Binding - client and window-manager helpers for ICCCM"
xcb-util-xrm,1.3-1,main,,"XCB utility functions for the X resource manager"
xclip,0.13-1,main,,"command line interface to the X11 clipboard"
xclock,1.1.1-1,main,,"Simple clock application which is used in the default xinit configuration"
xcmsdb,1.0.6-1,main,,"Device Color Characterization utility for X Color Management System"
xcursorgen,1.0.7-1,main,,"Create an X cursor file from PNG images"
xcursor-themes,1.0.6-1,main,,"Redglass and whiteglass animated cursor themes"
xdelta3,3.1.0-1,main,http://xdelta.org/,"Diff utility for binary files "
xdg-dbus-proxy,0.1.4-1,main,,"D-Bus proxy"
xdgmenumaker,2.0-1,main,,"A command line tool that generates XDG menus for several window managers"
xdg-user-dirs,0.17-1,main,,"Manage user directories"
xdg-utils,1.1.3-1,main,,"Command line tools that assist applications with a variety of desktop integration tasks"
xdo,0.5.7-1,main,,"Utility for performing actions on windows in X"
xdotool,3.20211022.1-1,main,,"Utility for performing actions on windows in X"
xdpyinfo,1.3.3-1,main,,"Display information utility for X"
xdriinfo,1.0.6-1,main,,"Query configuration information of DRI drivers"
xerces-c,3.2.3-1,main,xerces.apache.org,"Apache Xerces-C validating XML parser"
xev,1.2.5-1,main,,"Print contents of X events"
